,XID,YID,n_XY,n_X,n_Y,n_Transactions,Support,Confidence,Lift
3257,OFF-ST-10001809,FUR-FU-10002364,1,11,12,5009,0.002196047,0.090909091,0.007575758
3258,OFF-SU-10003567,FUR-FU-10002364,1,4,12,5009,0.000798563,0.25,0.020833333
3259,TEC-AC-10002018,FUR-FU-10002364,1,5,12,5009,0.000998203,0.2,0.016666667
3260,TEC-PH-10002468,FUR-FU-10002364,1,5,12,5009,0.000998203,0.2,0.016666667
3261,FUR-BO-10003159,OFF-AP-10003590,1,7,3,5009,0.001397485,0.142857143,0.047619048
3262,OFF-AR-10000896,OFF-AP-10003590,1,2,3,5009,0.000399281,0.5,0.166666667
3263,OFF-BI-10002852,OFF-AP-10003590,1,10,3,5009,0.001996406,0.1,0.033333333
3264,OFF-LA-10003510,OFF-AP-10003590,1,11,3,5009,0.002196047,0.090909091,0.03030303
3265,OFF-PA-10000806,OFF-AP-10003590,1,5,3,5009,0.000998203,0.2,0.066666667
3266,OFF-PA-10002713,OFF-AP-10003590,1,8,3,5009,0.001597125,0.125,0.041666667
3267,OFF-ST-10002289,OFF-AP-10003590,1,4,3,5009,0.000798563,0.25,0.083333333
3268,TEC-AC-10003023,OFF-AP-10003590,1,5,3,5009,0.000998203,0.2,0.066666667
3269,TEC-PH-10002310,OFF-AP-10003590,1,7,3,5009,0.001397485,0.142857143,0.047619048
3270,FUR-BO-10003159,OFF-AR-10004602,1,7,7,5009,0.001397485,0.142857143,0.020408163
3271,OFF-AP-10002439,OFF-AR-10004602,1,3,7,5009,0.000598922,0.333333333,0.047619048
3272,OFF-AR-10003856,OFF-AR-10004602,1,6,7,5009,0.001197844,0.166666667,0.023809524
3273,OFF-BI-10001718,OFF-AR-10004602,1,10,7,5009,0.001996406,0.1,0.014285714
3274,OFF-BI-10004817,OFF-AR-10004602,1,7,7,5009,0.001397485,0.142857143,0.020408163
3275,OFF-PA-10003441,OFF-AR-10004602,1,11,7,5009,0.002196047,0.090909091,0.012987013
3276,OFF-PA-10003651,OFF-AR-10004602,1,5,7,5009,0.000998203,0.2,0.028571429
3277,OFF-ST-10000321,OFF-AR-10004602,1,6,7,5009,0.001197844,0.166666667,0.023809524
3278,TEC-AC-10004510,OFF-AR-10004602,1,12,7,5009,0.002395688,0.083333333,0.011904762
3279,TEC-PH-10001459,OFF-AR-10004602,1,6,7,5009,0.001197844,0.166666667,0.023809524
3280,FUR-BO-10003159,OFF-BI-10000050,1,7,10,5009,0.001397485,0.142857143,0.014285714
3281,FUR-BO-10003272,OFF-BI-10000050,1,6,10,5009,0.001197844,0.166666667,0.016666667
3282,FUR-CH-10000309,OFF-BI-10000050,1,5,10,5009,0.000998203,0.2,0.02
3283,FUR-TA-10004154,OFF-BI-10000050,1,5,10,5009,0.000998203,0.2,0.02
3284,OFF-AR-10000823,OFF-BI-10000050,1,3,10,5009,0.000598922,0.333333333,0.033333333
3285,OFF-AR-10003179,OFF-BI-10000050,1,7,10,5009,0.001397485,0.142857143,0.014285714
3286,OFF-AR-10004456,OFF-BI-10000050,1,4,10,5009,0.000798563,0.25,0.025
3287,OFF-BI-10000591,OFF-BI-10000050,1,4,10,5009,0.000798563,0.25,0.025
3288,OFF-BI-10002414,OFF-BI-10000050,1,5,10,5009,0.000998203,0.2,0.02
3289,OFF-EN-10001453,OFF-BI-10000050,1,5,10,5009,0.000998203,0.2,0.02
3290,OFF-FA-10000304,OFF-BI-10000050,1,7,10,5009,0.001397485,0.142857143,0.014285714
3291,OFF-PA-10001801,OFF-BI-10000050,1,3,10,5009,0.000598922,0.333333333,0.033333333
3292,OFF-PA-10002377,OFF-BI-10000050,1,14,10,5009,0.002794969,0.071428571,0.007142857
3293,OFF-PA-10004381,OFF-BI-10000050,1,4,10,5009,0.000798563,0.25,0.025
3294,OFF-ST-10000563,OFF-BI-10000050,1,12,10,5009,0.002395688,0.083333333,0.008333333
3295,OFF-ST-10002444,OFF-BI-10000050,1,6,10,5009,0.001197844,0.166666667,0.016666667
3296,OFF-ST-10004186,OFF-BI-10000050,1,5,10,5009,0.000998203,0.2,0.02
3297,TEC-AC-10001552,OFF-BI-10000050,1,5,10,5009,0.000998203,0.2,0.02
3298,TEC-AC-10001998,OFF-BI-10000050,1,6,10,5009,0.001197844,0.166666667,0.016666667
3299,TEC-AC-10002718,OFF-BI-10000050,1,6,10,5009,0.001197844,0.166666667,0.016666667
3300,TEC-AC-10003399,OFF-BI-10000050,1,6,10,5009,0.001197844,0.166666667,0.016666667
3301,TEC-AC-10003628,OFF-BI-10000050,1,15,10,5009,0.00299461,0.066666667,0.006666667
3302,TEC-PH-10000369,OFF-BI-10000050,1,4,10,5009,0.000798563,0.25,0.025
3303,TEC-PH-10000675,OFF-BI-10000050,1,3,10,5009,0.000598922,0.333333333,0.033333333
3304,TEC-PH-10001530,OFF-BI-10000050,1,9,10,5009,0.001796766,0.111111111,0.011111111
3305,TEC-PH-10002538,OFF-BI-10000050,1,6,10,5009,0.001197844,0.166666667,0.016666667
3306,TEC-PH-10004700,OFF-BI-10000050,1,4,10,5009,0.000798563,0.25,0.025
3307,FUR-BO-10003159,OFF-BI-10002414,1,7,5,5009,0.001397485,0.142857143,0.028571429
3308,FUR-CH-10001270,OFF-BI-10002414,1,8,5,5009,0.001597125,0.125,0.025
3309,FUR-CH-10002602,OFF-BI-10002414,1,11,5,5009,0.002196047,0.090909091,0.018181818
3310,FUR-CH-10004495,OFF-BI-10002414,1,8,5,5009,0.001597125,0.125,0.025
3311,FUR-FU-10001085,OFF-BI-10002414,1,4,5,5009,0.000798563,0.25,0.05
3312,OFF-AP-10002495,OFF-BI-10002414,1,3,5,5009,0.000598922,0.333333333,0.066666667
3313,OFF-AR-10003696,OFF-BI-10002414,1,3,5,5009,0.000598922,0.333333333,0.066666667
3314,OFF-AR-10003732,OFF-BI-10002414,1,11,5,5009,0.002196047,0.090909091,0.018181818
3315,OFF-BI-10000050,OFF-BI-10002414,1,10,5,5009,0.001996406,0.1,0.02
3316,OFF-BI-10002813,OFF-BI-10002414,1,8,5,5009,0.001597125,0.125,0.025
3317,FUR-BO-10003159,OFF-BI-10003350,1,7,4,5009,0.001397485,0.142857143,0.035714286
3318,FUR-CH-10000513,OFF-BI-10003350,1,9,4,5009,0.001796766,0.111111111,0.027777778
3319,FUR-CH-10004218,OFF-BI-10003350,1,9,4,5009,0.001796766,0.111111111,0.027777778
3320,FUR-FU-10002364,OFF-BI-10003350,1,12,4,5009,0.002395688,0.083333333,0.020833333
3321,FUR-TA-10001932,OFF-BI-10003350,1,6,4,5009,0.001197844,0.166666667,0.041666667
3322,OFF-AP-10003849,OFF-BI-10003350,1,6,4,5009,0.001197844,0.166666667,0.041666667
3323,OFF-FA-10000735,OFF-BI-10003350,1,5,4,5009,0.000998203,0.2,0.05
3324,OFF-LA-10004093,OFF-BI-10003350,1,9,4,5009,0.001796766,0.111111111,0.027777778
3325,OFF-PA-10000246,OFF-BI-10003350,1,5,4,5009,0.000998203,0.2,0.05
3326,TEC-CO-10004202,OFF-BI-10003350,1,7,4,5009,0.001397485,0.142857143,0.035714286
3327,TEC-PH-10000307,OFF-BI-10003350,1,3,4,5009,0.000598922,0.333333333,0.083333333
3328,FUR-BO-10003159,OFF-LA-10003510,1,7,11,5009,0.001397485,0.142857143,0.012987013
3329,FUR-CH-10003817,OFF-LA-10003510,1,10,11,5009,0.001996406,0.1,0.009090909
3330,FUR-FU-10000087,OFF-LA-10003510,1,6,11,5009,0.001197844,0.166666667,0.015151515
3331,FUR-TA-10001676,OFF-LA-10003510,1,9,11,5009,0.001796766,0.111111111,0.01010101
3332,OFF-AP-10003590,OFF-LA-10003510,1,3,11,5009,0.000598922,0.333333333,0.03030303
3333,OFF-AR-10001118,OFF-LA-10003510,1,2,11,5009,0.000399281,0.5,0.045454545
3334,OFF-AR-10003373,OFF-LA-10003510,1,7,11,5009,0.001397485,0.142857143,0.012987013
3335,OFF-AR-10003504,OFF-LA-10003510,1,7,11,5009,0.001397485,0.142857143,0.012987013
3336,OFF-AR-10003514,OFF-LA-10003510,1,8,11,5009,0.001597125,0.125,0.011363636
3337,OFF-BI-10000632,OFF-LA-10003510,1,11,11,5009,0.002196047,0.090909091,0.008264463
3338,OFF-BI-10001575,OFF-LA-10003510,1,6,11,5009,0.001197844,0.166666667,0.015151515
3339,OFF-BI-10001982,OFF-LA-10003510,1,7,11,5009,0.001397485,0.142857143,0.012987013
3340,OFF-BI-10002949,OFF-LA-10003510,1,8,11,5009,0.001597125,0.125,0.011363636
3341,OFF-BI-10003196,OFF-LA-10003510,1,8,11,5009,0.001597125,0.125,0.011363636
3342,OFF-BI-10003669,OFF-LA-10003510,1,7,11,5009,0.001397485,0.142857143,0.012987013
3343,OFF-BI-10003708,OFF-LA-10003510,1,6,11,5009,0.001197844,0.166666667,0.015151515
3344,OFF-BI-10003982,OFF-LA-10003510,1,10,11,5009,0.001996406,0.1,0.009090909
3345,OFF-EN-10000927,OFF-LA-10003510,1,4,11,5009,0.000798563,0.25,0.022727273
3346,OFF-EN-10002600,OFF-LA-10003510,1,7,11,5009,0.001397485,0.142857143,0.012987013
3347,OFF-EN-10003068,OFF-LA-10003510,1,4,11,5009,0.000798563,0.25,0.022727273
3348,OFF-FA-10004076,OFF-LA-10003510,1,3,11,5009,0.000598922,0.333333333,0.03030303
3349,OFF-LA-10000248,OFF-LA-10003510,1,6,11,5009,0.001197844,0.166666667,0.015151515
3350,OFF-LA-10002312,OFF-LA-10003510,1,5,11,5009,0.000998203,0.2,0.018181818
3351,OFF-PA-10001970,OFF-LA-10003510,1,19,11,5009,0.003793172,0.052631579,0.004784689
3352,OFF-PA-10002109,OFF-LA-10003510,1,2,11,5009,0.000399281,0.5,0.045454545
3353,OFF-PA-10002713,OFF-LA-10003510,1,8,11,5009,0.001597125,0.125,0.011363636
3354,OFF-PA-10003129,OFF-LA-10003510,1,4,11,5009,0.000798563,0.25,0.022727273
3355,OFF-ST-10000060,OFF-LA-10003510,1,8,11,5009,0.001597125,0.125,0.011363636
3356,OFF-ST-10001172,OFF-LA-10003510,1,5,11,5009,0.000998203,0.2,0.018181818
3357,OFF-ST-10003805,OFF-LA-10003510,1,4,11,5009,0.000798563,0.25,0.022727273
3358,TEC-AC-10001606,OFF-LA-10003510,1,7,11,5009,0.001397485,0.142857143,0.012987013
3359,TEC-AC-10003023,OFF-LA-10003510,1,5,11,5009,0.000998203,0.2,0.018181818
3360,TEC-PH-10004977,OFF-LA-10003510,1,9,11,5009,0.001796766,0.111111111,0.01010101
3361,FUR-BO-10003159,OFF-LA-10004093,1,7,9,5009,0.001397485,0.142857143,0.015873016
3362,FUR-CH-10003833,OFF-LA-10004093,1,9,9,5009,0.001796766,0.111111111,0.012345679
3363,FUR-FU-10002364,OFF-LA-10004093,1,12,9,5009,0.002395688,0.083333333,0.009259259
3364,OFF-AP-10002118,OFF-LA-10004093,1,6,9,5009,0.001197844,0.166666667,0.018518519
3365,OFF-AR-10001683,OFF-LA-10004093,1,6,9,5009,0.001197844,0.166666667,0.018518519
3366,OFF-BI-10000404,OFF-LA-10004093,1,6,9,5009,0.001197844,0.166666667,0.018518519
3367,OFF-BI-10000605,OFF-LA-10004093,1,9,9,5009,0.001796766,0.111111111,0.012345679
3368,OFF-BI-10001294,OFF-LA-10004093,1,5,9,5009,0.000998203,0.2,0.022222222
3369,OFF-BI-10001636,OFF-LA-10004093,1,9,9,5009,0.001796766,0.111111111,0.012345679
3370,OFF-BI-10002072,OFF-LA-10004093,1,5,9,5009,0.000998203,0.2,0.022222222
3371,OFF-BI-10003350,OFF-LA-10004093,1,4,9,5009,0.000798563,0.25,0.027777778
3372,OFF-BI-10004728,OFF-LA-10004093,1,13,9,5009,0.002595328,0.076923077,0.008547009
3373,OFF-LA-10000081,OFF-LA-10004093,1,4,9,5009,0.000798563,0.25,0.027777778
3374,OFF-PA-10002254,OFF-LA-10004093,1,7,9,5009,0.001397485,0.142857143,0.015873016
3375,OFF-PA-10002713,OFF-LA-10004093,1,8,9,5009,0.001597125,0.125,0.013888889
3376,OFF-ST-10000344,OFF-LA-10004093,1,7,9,5009,0.001397485,0.142857143,0.015873016
3377,OFF-ST-10003455,OFF-LA-10004093,1,7,9,5009,0.001397485,0.142857143,0.015873016
3378,OFF-SU-10002503,OFF-LA-10004093,1,4,9,5009,0.000798563,0.25,0.027777778
3379,TEC-AC-10002399,OFF-LA-10004093,1,6,9,5009,0.001197844,0.166666667,0.018518519
3380,TEC-AC-10003038,OFF-LA-10004093,1,13,9,5009,0.002595328,0.076923077,0.008547009
3381,TEC-AC-10003095,OFF-LA-10004093,2,6,9,5009,0.001197844,0.333333333,0.037037037
3382,TEC-CO-10002095,OFF-LA-10004093,1,7,9,5009,0.001397485,0.142857143,0.015873016
3383,TEC-PH-10000149,OFF-LA-10004093,1,5,9,5009,0.000998203,0.2,0.022222222
3384,FUR-BO-10003159,OFF-PA-10003651,1,7,5,5009,0.001397485,0.142857143,0.028571429
3385,FUR-FU-10001095,OFF-PA-10003651,1,8,5,5009,0.001597125,0.125,0.025
3386,FUR-FU-10002703,OFF-PA-10003651,1,2,5,5009,0.000399281,0.5,0.1
3387,FUR-FU-10003829,OFF-PA-10003651,1,7,5,5009,0.001397485,0.142857143,0.028571429
3388,OFF-AR-10004602,OFF-PA-10003651,1,7,5,5009,0.001397485,0.142857143,0.028571429
3389,OFF-PA-10000232,OFF-PA-10003651,1,5,5,5009,0.000998203,0.2,0.04
3390,OFF-PA-10000743,OFF-PA-10003651,1,6,5,5009,0.001197844,0.166666667,0.033333333
3391,OFF-ST-10002743,OFF-PA-10003651,1,10,5,5009,0.001996406,0.1,0.02
3392,OFF-ST-10003327,OFF-PA-10003651,1,4,5,5009,0.000798563,0.25,0.05
3393,TEC-MA-10004679,OFF-PA-10003651,1,4,5,5009,0.000798563,0.25,0.05
3394,TEC-PH-10001459,OFF-PA-10003651,1,6,5,5009,0.001197844,0.166666667,0.033333333
3395,FUR-BO-10003159,OFF-ST-10003470,1,7,6,5009,0.001397485,0.142857143,0.023809524
3396,OFF-AR-10001231,OFF-ST-10003470,1,3,6,5009,0.000598922,0.333333333,0.055555556
3397,OFF-AR-10001246,OFF-ST-10003470,1,7,6,5009,0.001397485,0.142857143,0.023809524
3398,OFF-BI-10002049,OFF-ST-10003470,1,5,6,5009,0.000998203,0.2,0.033333333
3399,OFF-BI-10003876,OFF-ST-10003470,1,5,6,5009,0.000998203,0.2,0.033333333
3400,OFF-EN-10004773,OFF-ST-10003470,1,4,6,5009,0.000798563,0.25,0.041666667
3401,OFF-PA-10001295,OFF-ST-10003470,1,7,6,5009,0.001397485,0.142857143,0.023809524
3402,OFF-PA-10004327,OFF-ST-10003470,1,5,6,5009,0.000998203,0.2,0.033333333
3403,OFF-ST-10002743,OFF-ST-10003470,1,10,6,5009,0.001996406,0.1,0.016666667
3404,TEC-AC-10003499,OFF-ST-10003470,1,5,6,5009,0.000998203,0.2,0.033333333
3405,FUR-BO-10003159,TEC-AC-10003023,1,7,5,5009,0.001397485,0.142857143,0.028571429
3406,OFF-AP-10003281,TEC-AC-10003023,1,5,5,5009,0.000998203,0.2,0.04
3407,OFF-AP-10003590,TEC-AC-10003023,1,3,5,5009,0.000598922,0.333333333,0.066666667
3408,OFF-AP-10004785,TEC-AC-10003023,1,4,5,5009,0.000798563,0.25,0.05
3409,OFF-AR-10003405,TEC-AC-10003023,1,4,5,5009,0.000798563,0.25,0.05
3410,OFF-AR-10004010,TEC-AC-10003023,1,5,5,5009,0.000998203,0.2,0.04
3411,OFF-BI-10002954,TEC-AC-10003023,1,6,5,5009,0.001197844,0.166666667,0.033333333
3412,OFF-BI-10003669,TEC-AC-10003023,1,7,5,5009,0.001397485,0.142857143,0.028571429
3413,OFF-EN-10004030,TEC-AC-10003023,1,6,5,5009,0.001197844,0.166666667,0.033333333
3414,OFF-FA-10002676,TEC-AC-10003023,1,5,5,5009,0.000998203,0.2,0.04
3415,OFF-LA-10003510,TEC-AC-10003023,1,11,5,5009,0.002196047,0.090909091,0.018181818
3416,OFF-PA-10000167,TEC-AC-10003023,1,6,5,5009,0.001197844,0.166666667,0.033333333
3417,OFF-PA-10002586,TEC-AC-10003023,1,6,5,5009,0.001197844,0.166666667,0.033333333
3418,OFF-PA-10002713,TEC-AC-10003023,1,8,5,5009,0.001597125,0.125,0.025
3419,OFF-ST-10000025,TEC-AC-10003023,1,8,5,5009,0.001597125,0.125,0.025
3420,OFF-ST-10001325,TEC-AC-10003023,1,11,5,5009,0.002196047,0.090909091,0.018181818
3421,TEC-AC-10002049,TEC-AC-10003023,1,15,5,5009,0.00299461,0.066666667,0.013333333
3422,TEC-AC-10002217,TEC-AC-10003023,1,7,5,5009,0.001397485,0.142857143,0.028571429
3423,FUR-BO-10003159,TEC-PH-10001459,1,7,6,5009,0.001397485,0.142857143,0.023809524
3424,FUR-CH-10004875,TEC-PH-10001459,1,8,6,5009,0.001597125,0.125,0.020833333
3425,FUR-FU-10000305,TEC-PH-10001459,1,3,6,5009,0.000598922,0.333333333,0.055555556
3426,FUR-FU-10001852,TEC-PH-10001459,1,5,6,5009,0.000998203,0.2,0.033333333
3427,FUR-FU-10002157,TEC-PH-10001459,1,3,6,5009,0.000598922,0.333333333,0.055555556
3428,OFF-AP-10003040,TEC-PH-10001459,1,5,6,5009,0.000998203,0.2,0.033333333
3429,OFF-AR-10004602,TEC-PH-10001459,1,7,6,5009,0.001397485,0.142857143,0.023809524
3430,OFF-PA-10000141,TEC-PH-10001459,1,4,6,5009,0.000798563,0.25,0.041666667
3431,OFF-PA-10000241,TEC-PH-10001459,1,6,6,5009,0.001197844,0.166666667,0.027777778
3432,OFF-PA-10002160,TEC-PH-10001459,1,8,6,5009,0.001597125,0.125,0.020833333
3433,OFF-PA-10003651,TEC-PH-10001459,1,5,6,5009,0.000998203,0.2,0.033333333
3434,TEC-AC-10001266,TEC-PH-10001459,1,8,6,5009,0.001597125,0.125,0.020833333
3435,TEC-AC-10002134,TEC-PH-10001459,1,3,6,5009,0.000598922,0.333333333,0.055555556
3436,TEC-PH-10000347,TEC-PH-10001459,1,6,6,5009,0.001197844,0.166666667,0.027777778
3437,TEC-PH-10001760,TEC-PH-10001459,1,5,6,5009,0.000998203,0.2,0.033333333
3438,FUR-BO-10003272,FUR-FU-10002191,1,6,5,5009,0.001197844,0.166666667,0.033333333
3439,FUR-CH-10000225,FUR-FU-10002191,1,7,5,5009,0.001397485,0.142857143,0.028571429
3440,FUR-CH-10002965,FUR-FU-10002191,2,11,5,5009,0.002196047,0.181818182,0.036363636
3441,FUR-FU-10000965,FUR-FU-10002191,1,6,5,5009,0.001197844,0.166666667,0.033333333
3442,FUR-FU-10002878,FUR-FU-10002191,1,6,5,5009,0.001197844,0.166666667,0.033333333
3443,FUR-FU-10003247,FUR-FU-10002191,1,6,5,5009,0.001197844,0.166666667,0.033333333
3444,OFF-AP-10001626,FUR-FU-10002191,1,7,5,5009,0.001397485,0.142857143,0.028571429
3445,OFF-BI-10000145,FUR-FU-10002191,1,13,5,5009,0.002595328,0.076923077,0.015384615
3446,OFF-ST-10001496,FUR-FU-10002191,1,10,5,5009,0.001996406,0.1,0.02
3447,OFF-ST-10001526,FUR-FU-10002191,1,8,5,5009,0.001597125,0.125,0.025
3448,TEC-MA-10003176,FUR-FU-10002191,1,2,5,5009,0.000399281,0.5,0.1
3449,TEC-PH-10004188,FUR-FU-10002191,1,4,5,5009,0.000798563,0.25,0.05
3450,FUR-BO-10003272,FUR-FU-10002878,1,6,6,5009,0.001197844,0.166666667,0.027777778
3451,FUR-FU-10001935,FUR-FU-10002878,1,8,6,5009,0.001597125,0.125,0.020833333
3452,FUR-FU-10002191,FUR-FU-10002878,1,5,6,5009,0.000998203,0.2,0.033333333
3453,OFF-AP-10001626,FUR-FU-10002878,1,7,6,5009,0.001397485,0.142857143,0.023809524
3454,OFF-BI-10001890,FUR-FU-10002878,1,8,6,5009,0.001597125,0.125,0.020833333
3455,OFF-BI-10003694,FUR-FU-10002878,1,6,6,5009,0.001197844,0.166666667,0.027777778
3456,OFF-BI-10004817,FUR-FU-10002878,1,7,6,5009,0.001397485,0.142857143,0.023809524
3457,OFF-PA-10001184,FUR-FU-10002878,1,6,6,5009,0.001197844,0.166666667,0.027777778
3458,OFF-PA-10004255,FUR-FU-10002878,1,4,6,5009,0.000798563,0.25,0.041666667
3459,TEC-AC-10002637,FUR-FU-10002878,1,5,6,5009,0.000998203,0.2,0.033333333
3460,TEC-PH-10003691,FUR-FU-10002878,1,6,6,5009,0.001197844,0.166666667,0.027777778
3461,FUR-BO-10003272,OFF-AP-10001626,1,6,7,5009,0.001197844,0.166666667,0.023809524
3462,FUR-FU-10002191,OFF-AP-10001626,1,5,7,5009,0.000998203,0.2,0.028571429
3463,FUR-FU-10002878,OFF-AP-10001626,1,6,7,5009,0.001197844,0.166666667,0.023809524
3464,FUR-FU-10003773,OFF-AP-10001626,1,5,7,5009,0.000998203,0.2,0.028571429
3465,FUR-TA-10000849,OFF-AP-10001626,1,4,7,5009,0.000798563,0.25,0.035714286
3466,FUR-TA-10002855,OFF-AP-10001626,1,5,7,5009,0.000998203,0.2,0.028571429
3467,OFF-BI-10004656,OFF-AP-10001626,1,7,7,5009,0.001397485,0.142857143,0.020408163
3468,OFF-PA-10001838,OFF-AP-10001626,1,10,7,5009,0.001996406,0.1,0.014285714
3469,OFF-PA-10003625,OFF-AP-10001626,1,3,7,5009,0.000598922,0.333333333,0.047619048
3470,OFF-PA-10004039,OFF-AP-10001626,1,5,7,5009,0.000998203,0.2,0.028571429
3471,OFF-PA-10004239,OFF-AP-10001626,1,4,7,5009,0.000798563,0.25,0.035714286
3472,OFF-ST-10000419,OFF-AP-10001626,1,7,7,5009,0.001397485,0.142857143,0.020408163
3473,TEC-PH-10001425,OFF-AP-10001626,1,6,7,5009,0.001197844,0.166666667,0.023809524
3474,FUR-BO-10003272,OFF-AR-10001246,1,6,7,5009,0.001197844,0.166666667,0.023809524
3475,FUR-CH-10003298,OFF-AR-10001246,1,9,7,5009,0.001796766,0.111111111,0.015873016
3476,FUR-CH-10004477,OFF-AR-10001246,1,9,7,5009,0.001796766,0.111111111,0.015873016
3477,OFF-AR-10001231,OFF-AR-10001246,1,3,7,5009,0.000598922,0.333333333,0.047619048
3478,OFF-AR-10003179,OFF-AR-10001246,1,7,7,5009,0.001397485,0.142857143,0.020408163
3479,OFF-AR-10003811,OFF-AR-10001246,1,4,7,5009,0.000798563,0.25,0.035714286
3480,OFF-BI-10000848,OFF-AR-10001246,1,6,7,5009,0.001197844,0.166666667,0.023809524
3481,OFF-BI-10001575,OFF-AR-10001246,1,6,7,5009,0.001197844,0.166666667,0.023809524
3482,OFF-BI-10002026,OFF-AR-10001246,1,14,7,5009,0.002794969,0.071428571,0.010204082
3483,OFF-BI-10002799,OFF-AR-10001246,1,7,7,5009,0.001397485,0.142857143,0.020408163
3484,OFF-BI-10003291,OFF-AR-10001246,1,12,7,5009,0.002395688,0.083333333,0.011904762
3485,OFF-EN-10004773,OFF-AR-10001246,1,4,7,5009,0.000798563,0.25,0.035714286
3486,OFF-PA-10001295,OFF-AR-10001246,1,7,7,5009,0.001397485,0.142857143,0.020408163
3487,OFF-PA-10004327,OFF-AR-10001246,1,5,7,5009,0.000998203,0.2,0.028571429
3488,OFF-ST-10002743,OFF-AR-10001246,1,10,7,5009,0.001996406,0.1,0.014285714
3489,OFF-ST-10003470,OFF-AR-10001246,1,6,7,5009,0.001197844,0.166666667,0.023809524
3490,TEC-AC-10000844,OFF-AR-10001246,1,8,7,5009,0.001597125,0.125,0.017857143
3491,TEC-AC-10002345,OFF-AR-10001246,1,6,7,5009,0.001197844,0.166666667,0.023809524
3492,TEC-AC-10003198,OFF-AR-10001246,1,6,7,5009,0.001197844,0.166666667,0.023809524
3493,TEC-PH-10000441,OFF-AR-10001246,1,8,7,5009,0.001597125,0.125,0.017857143
3494,TEC-PH-10003092,OFF-AR-10001246,1,6,7,5009,0.001197844,0.166666667,0.023809524
3495,FUR-BO-10003272,OFF-BI-10001553,1,6,8,5009,0.001197844,0.166666667,0.020833333
3496,FUR-FU-10001185,OFF-BI-10001553,1,5,8,5009,0.000998203,0.2,0.025
3497,FUR-FU-10001889,OFF-BI-10001553,1,6,8,5009,0.001197844,0.166666667,0.020833333
3498,FUR-TA-10001095,OFF-BI-10001553,1,13,8,5009,0.002595328,0.076923077,0.009615385
3499,FUR-TA-10001539,OFF-BI-10001553,1,9,8,5009,0.001796766,0.111111111,0.013888889
3500,OFF-AP-10000692,OFF-BI-10001553,1,6,8,5009,0.001197844,0.166666667,0.020833333
3501,OFF-AR-10004752,OFF-BI-10001553,1,4,8,5009,0.000798563,0.25,0.03125
3502,OFF-BI-10000343,OFF-BI-10001553,1,12,8,5009,0.002395688,0.083333333,0.010416667
3503,OFF-BI-10001524,OFF-BI-10001553,1,14,8,5009,0.002794969,0.071428571,0.008928571
3504,OFF-BI-10002012,OFF-BI-10001553,1,12,8,5009,0.002395688,0.083333333,0.010416667
3505,OFF-BI-10003007,OFF-BI-10001553,1,7,8,5009,0.001397485,0.142857143,0.017857143
3506,OFF-LA-10001317,OFF-BI-10001553,1,5,8,5009,0.000998203,0.2,0.025
3507,OFF-PA-10002586,OFF-BI-10001553,1,6,8,5009,0.001197844,0.166666667,0.020833333
3508,OFF-ST-10000321,OFF-BI-10001553,1,6,8,5009,0.001197844,0.166666667,0.020833333
3509,TEC-PH-10000576,OFF-BI-10001553,1,7,8,5009,0.001397485,0.142857143,0.017857143
3510,TEC-PH-10001530,OFF-BI-10001553,1,9,8,5009,0.001796766,0.111111111,0.013888889
3511,FUR-BO-10003272,OFF-BI-10002982,1,6,11,5009,0.001197844,0.166666667,0.015151515
3512,FUR-CH-10002965,OFF-BI-10002982,1,11,11,5009,0.002196047,0.090909091,0.008264463
3513,FUR-FU-10001468,OFF-BI-10002982,1,6,11,5009,0.001197844,0.166666667,0.015151515
3514,FUR-FU-10002364,OFF-BI-10002982,1,12,11,5009,0.002395688,0.083333333,0.007575758
3515,FUR-TA-10001768,OFF-BI-10002982,1,6,11,5009,0.001197844,0.166666667,0.015151515
3516,OFF-AP-10000804,OFF-BI-10002982,1,4,11,5009,0.000798563,0.25,0.022727273
3517,OFF-AP-10003287,OFF-BI-10002982,1,6,11,5009,0.001197844,0.166666667,0.015151515
3518,OFF-AR-10004010,OFF-BI-10002982,1,5,11,5009,0.000998203,0.2,0.018181818
3519,OFF-BI-10003527,OFF-BI-10002982,1,10,11,5009,0.001996406,0.1,0.009090909
3520,OFF-EN-10001509,OFF-BI-10002982,1,11,11,5009,0.002196047,0.090909091,0.008264463
3521,OFF-LA-10001474,OFF-BI-10002982,1,4,11,5009,0.000798563,0.25,0.022727273
3522,OFF-PA-10001497,OFF-BI-10002982,1,5,11,5009,0.000998203,0.2,0.018181818
3523,OFF-PA-10001937,OFF-BI-10002982,1,7,11,5009,0.001397485,0.142857143,0.012987013
3524,OFF-PA-10002947,OFF-BI-10002982,1,5,11,5009,0.000998203,0.2,0.018181818
3525,OFF-PA-10003270,OFF-BI-10002982,1,4,11,5009,0.000798563,0.25,0.022727273
3526,OFF-ST-10001505,OFF-BI-10002982,1,8,11,5009,0.001597125,0.125,0.011363636
3527,OFF-ST-10001558,OFF-BI-10002982,1,11,11,5009,0.002196047,0.090909091,0.008264463
3528,OFF-ST-10001809,OFF-BI-10002982,1,11,11,5009,0.002196047,0.090909091,0.008264463
3529,OFF-SU-10003567,OFF-BI-10002982,1,4,11,5009,0.000798563,0.25,0.022727273
3530,TEC-AC-10004975,OFF-BI-10002982,1,4,11,5009,0.000798563,0.25,0.022727273
